Unnamed: 0,fullDataset.ID,fullDataset.Distrito,fullDataset.Precio_m2,fullDataset.Precio,fullDataset.Tipo,fullDataset.Habitaciones,fullDataset.Aseos,fullDataset.Superficie,fullDataset.Planta,fullDataset.Parking,fullDataset.COLEGIO.DE.EDUCACIÓN.INFANTIL.Y.PRIMARIA
2295,4,Centro,4865,430000,Piso,2.0,2.0,102.0,,0,9
2296,4,Centro,4865,350000,Apartamento,1.0,1.0,72.0,1.0,0,9
2297,4,Centro,4865,310000,Casa o chalet,1.0,1.0,50.0,,0,9
2298,4,Centro,4865,269000,Piso,1.0,1.0,71.0,2.0,0,9
2299,4,Centro,4865,495000,Piso,3.0,2.0,127.0,3.0,0,9
2300,4,Centro,4865,126000,Piso,3.0,1.0,77.0,3.0,0,9
2301,4,Centro,4865,199000,Apartamento,1.0,1.0,30.0,2.0,0,9
2302,4,Centro,4865,349000,Piso,2.0,2.0,72.0,4.0,0,9
2303,4,Centro,4865,790000,Piso,5.0,3.0,243.0,1.0,1,9
2304,4,Centro,4865,475000,Piso,3.0,2.0,146.0,2.0,0,9
2305,4,Centro,4865,299000,Piso,1.0,1.0,59.0,2.0,0,9
2306,4,Centro,4865,1500000,Casa adosada,4.0,5.0,433.0,,1,9
2307,4,Centro,4865,1290000,Piso,3.0,3.0,142.0,1.0,0,9
2308,4,Centro,4865,350000,Piso,2.0,1.0,69.0,,0,9
2309,4,Centro,4865,1200000,Piso,,4.0,266.0,,1,9
2310,4,Centro,4865,170000,Loft,1.0,1.0,50.0,,0,9
2311,4,Centro,4865,430000,Piso,1.0,1.0,55.0,2.0,0,9
2312,4,Centro,4865,265000,Piso,4.0,1.0,134.0,,0,9
2313,4,Centro,4865,235000,Estudio,,1.0,42.0,3.0,0,9
2314,4,Centro,4865,295000,Piso,1.0,1.0,38.0,1.0,1,9
2315,4,Centro,4865,430000,Piso,1.0,1.0,55.0,2.0,0,9
2316,4,Centro,4865,140000,Piso,3.0,1.0,76.0,,0,9
2317,4,Centro,4865,114000,Piso,,,35.0,1.0,0,9
2318,4,Centro,4865,3350000,Piso,4.0,5.0,300.0,2.0,0,9
2319,4,Centro,4865,565000,Piso,3.0,2.0,122.0,,1,9
2320,4,Centro,4865,1300000,Piso,4.0,3.0,252.0,,0,9
2321,4,Centro,4865,398000,Piso,2.0,2.0,132.0,,0,9
2322,4,Centro,4865,485000,Piso,1.0,1.0,78.0,3.0,0,9
2323,4,Centro,4865,270000,Piso,2.0,2.0,134.0,1.0,1,9
2324,4,Centro,4865,330000,Piso,3.0,2.0,119.0,5.0,1,9
2325,4,Centro,4865,350000,Apartamento,1.0,1.0,72.0,1.0,0,9
2326,4,Centro,4865,434500,Piso,4.0,2.0,87.0,6.0,0,9
2327,4,Centro,4865,690000,Piso,3.0,2.0,129.0,1.0,0,9
2328,4,Centro,4865,350000,Piso,2.0,1.0,71.0,5.0,0,9
2329,4,Centro,4865,109500,Piso,3.0,1.0,55.0,2.0,0,9
2330,4,Centro,4865,990000,Dúplex,3.0,3.0,190.0,,1,9
2331,4,Centro,4865,265000,Piso,4.0,1.0,134.0,,0,9
2332,4,Centro,4865,134900,Piso,3.0,1.0,60.0,6.0,0,9
2333,4,Centro,4865,825000,Piso,,2.0,167.0,2.0,0,9
2334,4,Centro,4865,140275,Piso,3.0,1.0,67.0,2.0,0,9
2335,4,Centro,4865,59000,Planta baja,1.0,1.0,29.0,,0,9
2336,4,Centro,4865,350000,Apartamento,1.0,1.0,72.0,1.0,0,9
2337,4,Centro,4865,1150000,Ático,3.0,2.0,155.0,7.0,0,9
2338,4,Centro,4865,279900,Piso,2.0,2.0,87.0,2.0,1,9
2339,4,Centro,4865,160000,Piso,3.0,1.0,60.0,,0,9
2340,4,Centro,4865,199000,Apartamento,1.0,1.0,30.0,2.0,0,9
2341,4,Centro,4865,1295000,Piso,6.0,4.0,214.0,,0,9
2342,4,Centro,4865,235000,Estudio,,1.0,42.0,3.0,0,9
2343,4,Centro,4865,479000,Piso,2.0,1.0,89.0,,0,9
2344,4,Centro,4865,265000,Piso,4.0,1.0,134.0,,0,9
2345,4,Centro,4865,1300000,Piso,4.0,3.0,252.0,,0,9
2346,4,Centro,4865,120000,Piso,2.0,1.0,50.0,2.0,0,9
2347,4,Centro,4865,197000,Piso,1.0,1.0,53.0,3.0,0,9
2348,4,Centro,4865,375000,Piso,3.0,1.0,86.0,1.0,0,9
2349,4,Centro,4865,960000,Piso,5.0,2.0,173.0,1.0,0,9
2350,4,Centro,4865,329000,Piso,2.0,1.0,69.0,,0,9
2351,4,Centro,4865,220500,Piso,1.0,1.0,45.0,1.0,0,9
2352,4,Centro,4865,860000,Piso,2.0,2.0,128.0,1.0,0,9
2353,4,Centro,4865,560000,Piso,3.0,2.0,108.0,1.0,0,9
2354,4,Centro,4865,1950000,Piso,5.0,6.0,315.0,2.0,0,9
2355,4,Centro,4865,99900,Piso,2.0,1.0,50.0,3.0,0,9
2356,4,Centro,4865,399000,Piso,2.0,2.0,101.0,2.0,0,9
2357,4,Centro,4865,350000,Apartamento,1.0,1.0,72.0,1.0,0,9
2358,4,Centro,4865,395000,Apartamento,1.0,1.0,69.0,,0,9
2359,4,Centro,4865,265000,Piso,4.0,1.0,134.0,,0,9
2360,4,Centro,4865,210000,Apartamento,,1.0,35.0,,0,9
2361,4,Centro,4865,116000,Piso,3.0,1.0,72.0,1.0,0,9
2362,4,Centro,4865,1395000,Piso,3.0,3.0,157.0,4.0,0,9
2363,4,Centro,4865,1195000,Apartamento,3.0,3.0,140.0,,0,9
2364,4,Centro,4865,190000,Piso,2.0,1.0,70.0,,0,9
2365,4,Centro,4865,113000,Estudio,,1.0,25.0,1.0,0,9
2366,4,Centro,4865,235000,Estudio,,1.0,42.0,3.0,0,9
2367,4,Centro,4865,970000,Piso,3.0,3.0,172.0,1.0,0,9
2368,4,Centro,4865,529000,Piso,4.0,3.0,222.0,2.0,1,9
2369,4,Centro,4865,625000,Piso,3.0,2.0,124.0,2.0,1,9
2370,4,Centro,4865,538000,Piso,3.0,2.0,147.0,1.0,1,9
2371,4,Centro,4865,219000,Piso,2.0,1.0,82.0,,0,9
2372,4,Centro,4865,375000,Piso,3.0,1.0,96.0,2.0,0,9
2373,4,Centro,4865,850000,Piso,3.0,2.0,160.0,1.0,0,9
2374,4,Centro,4865,695000,Dúplex,2.0,1.0,68.0,1.0,0,9
2375,4,Centro,4865,150000,Piso,1.0,1.0,78.0,,0,9
2376,4,Centro,4865,440000,Piso,2.0,1.0,139.0,1.0,0,9
2377,4,Centro,4865,550000,Piso,2.0,2.0,113.0,5.0,0,9
2378,4,Centro,4865,1090000,Piso,3.0,3.0,248.0,1.0,0,9
2379,4,Centro,4865,420000,Piso,3.0,1.0,102.0,3.0,0,9
2380,4,Centro,4865,145000,Piso,2.0,1.0,65.0,,0,9
2381,4,Centro,4865,3200000,Piso,5.0,5.0,372.0,6.0,1,9
2382,4,Centro,4865,418000,Piso,2.0,1.0,91.0,,0,9
2383,4,Centro,4865,100000,Piso,2.0,1.0,44.0,2.0,0,9
2384,4,Centro,4865,83000,Ático,,1.0,22.0,4.0,0,9
2385,4,Centro,4865,350000,Apartamento,1.0,1.0,72.0,1.0,0,9
2386,4,Centro,4865,155000,Piso,1.0,1.0,75.0,,0,9
2387,4,Centro,4865,625000,Piso,2.0,1.0,135.0,1.0,0,9
2388,4,Centro,4865,235000,Estudio,,1.0,42.0,3.0,0,9
2389,4,Centro,4865,795000,Casa o chalet,4.0,3.0,291.0,,0,9
2390,4,Centro,4865,445600,Piso,2.0,2.0,70.0,2.0,1,9
2391,4,Centro,4865,265000,Piso,4.0,1.0,134.0,,0,9
2392,4,Centro,4865,1375000,Piso,,4.0,217.0,,0,9
2393,4,Centro,4865,430000,Piso,1.0,1.0,55.0,2.0,0,9
2394,4,Centro,4865,1320000,Piso,6.0,4.0,295.0,1.0,1,9
2395,4,Centro,4865,2660000,Piso,4.0,,789.0,1.0,0,9
2396,4,Centro,4865,369000,Piso,3.0,2.0,84.0,2.0,0,9
2397,4,Centro,4865,119000,Piso,2.0,1.0,59.0,3.0,0,9
2398,4,Centro,4865,130000,Piso,3.0,2.0,95.0,,0,9
2399,4,Centro,4865,718000,Piso,4.0,1.0,150.0,1.0,0,9
2400,4,Centro,4865,679300,Piso,2.0,2.0,71.0,3.0,0,9
2401,4,Centro,4865,349000,Piso,2.0,2.0,72.0,4.0,0,9
2402,4,Centro,4865,265000,Piso,4.0,1.0,134.0,,0,9
2403,4,Centro,4865,1700000,Piso,6.0,5.0,562.0,1.0,1,9
2404,4,Centro,4865,895000,Piso,3.0,2.0,143.0,2.0,0,9
2405,4,Centro,4865,485000,Piso,3.0,2.0,101.0,3.0,0,9
2406,4,Centro,4865,465000,Piso,3.0,2.0,118.0,1.0,0,9
2407,4,Centro,4865,680000,Piso,3.0,4.0,170.0,3.0,0,9
2408,4,Centro,4865,375000,Piso,3.0,1.0,96.0,2.0,0,9
2409,4,Centro,4865,1995000,Piso,5.0,6.0,315.0,2.0,0,9
2410,4,Centro,4865,1950000,Piso,4.0,4.0,252.0,,1,9
2411,4,Centro,4865,159000,Apartamento,1.0,1.0,34.0,,0,9
2412,4,Centro,4865,1995000,Piso,8.0,4.0,376.0,12.0,0,9
2413,4,Centro,4865,530000,Piso,2.0,2.0,90.0,,0,9
2414,4,Centro,4865,1090000,Piso,3.0,3.0,248.0,1.0,0,9
2415,4,Centro,4865,244000,Piso,3.0,2.0,103.0,5.0,0,9
2416,4,Centro,4865,450000,Piso,4.0,2.0,168.0,1.0,0,9
2417,4,Centro,4865,265000,Piso,4.0,1.0,134.0,,0,9
2418,4,Centro,4865,520000,Piso,1.0,1.0,91.0,4.0,0,9
2419,4,Centro,4865,235000,Estudio,,1.0,42.0,3.0,0,9
2420,4,Centro,4865,199000,Piso,1.0,1.0,35.0,,0,9
2421,4,Centro,4865,430000,Piso,1.0,1.0,55.0,2.0,0,9
2422,4,Centro,4865,1090000,Piso,3.0,3.0,248.0,1.0,0,9
2423,4,Centro,4865,430000,Piso,3.0,2.0,123.0,,0,9
2424,4,Centro,4865,649000,Piso,2.0,1.0,135.0,2.0,0,9
2425,4,Centro,4865,525000,Piso,2.0,2.0,83.0,3.0,0,9
2426,4,Centro,4865,265000,Piso,4.0,1.0,134.0,,0,9
2427,4,Centro,4865,148500,Piso,3.0,1.0,84.0,,0,9
2428,4,Centro,4865,1090000,Piso,3.0,3.0,248.0,1.0,0,9
2429,4,Centro,4865,1200000,Piso,3.0,2.0,169.0,1.0,0,9
2430,4,Centro,4865,1350000,Piso,2.0,2.0,148.0,1.0,0,9
2431,4,Centro,4865,515000,Piso,2.0,1.0,85.0,1.0,0,9
2432,4,Centro,4865,150000,Apartamento,1.0,1.0,57.0,2.0,1,9
2433,4,Centro,4865,350000,Apartamento,1.0,1.0,72.0,1.0,0,9
2434,4,Centro,4865,440000,Piso,2.0,1.0,139.0,1.0,0,9
2435,4,Centro,4865,1680000,Piso,3.0,4.0,267.0,3.0,0,9
2436,4,Centro,4865,456000,Piso,2.0,1.0,91.0,4.0,0,9
2437,4,Centro,4865,1900000,Piso,3.0,3.0,222.0,2.0,0,9
2438,4,Centro,4865,265000,Piso,4.0,1.0,134.0,,0,9
2439,4,Centro,4865,163000,Piso,4.0,2.0,120.0,5.0,0,9
2440,4,Centro,4865,146000,Piso,3.0,1.0,63.0,,0,9
2441,4,Centro,4865,440000,Piso,2.0,1.0,139.0,1.0,0,9
2442,4,Centro,4865,620000,Piso,4.0,2.0,192.0,1.0,0,9
2443,4,Centro,4865,299000,Piso,1.0,1.0,59.0,2.0,0,9
2444,4,Centro,4865,135000,Piso,,1.0,47.0,2.0,1,9
2445,4,Centro,4865,239000,Dúplex,3.0,2.0,114.0,3.0,0,9
2446,4,Centro,4865,220000,Apartamento,1.0,1.0,41.0,4.0,0,9
2447,4,Centro,4865,1150000,Casa o chalet,5.0,3.0,310.0,,1,9
2448,4,Centro,4865,845000,Piso,4.0,3.0,225.0,10.0,0,9
2449,4,Centro,4865,1300000,Piso,4.0,3.0,252.0,,0,9
2450,4,Centro,4865,850000,Piso,2.0,2.0,180.0,2.0,0,9
2451,4,Centro,4865,290000,Piso,2.0,1.0,31.0,5.0,0,9
2452,4,Centro,4865,699000,Piso,3.0,2.0,102.0,4.0,0,9
2453,4,Centro,4865,525000,Piso,2.0,2.0,86.0,4.0,0,9
2454,4,Centro,4865,219500,Piso,2.0,1.0,68.0,1.0,0,9
2455,4,Centro,4865,103000,Piso,3.0,1.0,67.0,2.0,0,9
2456,4,Centro,4865,625000,Piso,3.0,2.0,124.0,2.0,1,9
2457,4,Centro,4865,320000,Piso,3.0,2.0,62.0,1.0,0,9
2458,4,Centro,4865,2500000,Ático,4.0,5.0,269.0,,0,9
2459,4,Centro,4865,1975000,Casa o chalet,4.0,4.0,600.0,,0,9
2460,4,Centro,4865,950000,Piso,2.0,2.0,151.0,,0,9
2461,4,Centro,4865,460000,Piso,1.0,1.0,74.0,5.0,0,9
2462,4,Centro,4865,450000,Piso,1.0,1.0,54.0,1.0,0,9
2463,4,Centro,4865,2400000,Piso,4.0,3.0,283.0,,1,9
2464,4,Centro,4865,379000,Piso,3.0,1.0,86.0,3.0,0,9
2465,4,Centro,4865,1950000,Piso,3.0,4.0,209.0,4.0,0,9
2466,4,Centro,4865,350000,Piso,2.0,2.0,96.0,1.0,1,9
2467,4,Centro,4865,2300000,Dúplex,3.0,4.0,264.0,6.0,1,9
2468,4,Centro,4865,169000,Apartamento,1.0,1.0,53.0,,0,9
2469,4,Centro,4865,895000,Piso,3.0,3.0,227.0,,1,9
2470,4,Centro,4865,430000,Piso,1.0,1.0,55.0,2.0,0,9
2471,4,Centro,4865,375000,Piso,2.0,2.0,79.0,,0,9
2472,4,Centro,4865,550000,Piso,2.0,2.0,94.0,1.0,1,9
2473,4,Centro,4865,1090000,Piso,3.0,3.0,248.0,1.0,0,9
2474,4,Centro,4865,1350000,Piso,5.0,4.0,236.0,1.0,1,9
2475,4,Centro,4865,75000,Apartamento,1.0,1.0,22.0,,0,9
2476,4,Centro,4865,295000,Piso,2.0,1.0,60.0,,0,9
2477,4,Centro,4865,125000,Piso,2.0,1.0,71.0,,0,9
2478,4,Centro,4865,290000,Piso,1.0,1.0,65.0,3.0,0,9
2479,4,Centro,4865,1200000,Piso,3.0,2.0,148.0,,1,9
2480,4,Centro,4865,420000,Piso,3.0,1.0,110.0,1.0,0,9
2481,4,Centro,4865,199000,Apartamento,1.0,1.0,30.0,2.0,0,9
2482,4,Centro,4865,275000,Piso,3.0,1.0,100.0,,0,9
2483,4,Centro,4865,150000,Piso,1.0,1.0,78.0,,0,9
2484,4,Centro,4865,279000,Piso,3.0,1.0,85.0,2.0,0,9
2485,4,Centro,4865,320000,Piso,3.0,2.0,62.0,1.0,0,9
2486,4,Centro,4865,750000,Piso,2.0,2.0,151.0,2.0,0,9
2487,4,Centro,4865,150000,Piso,1.0,1.0,25.0,6.0,0,9
2488,4,Centro,4865,1090000,Piso,2.0,3.0,187.0,1.0,0,9
2489,4,Centro,4865,207000,Piso,1.0,1.0,81.0,4.0,1,9
2490,4,Centro,4865,762000,Piso,3.0,2.0,126.0,,0,9
2491,4,Centro,4865,205000,Piso,1.0,1.0,45.0,2.0,0,9
2492,4,Centro,4865,620000,Piso,4.0,2.0,151.0,3.0,0,9
2493,4,Centro,4865,1090000,Piso,3.0,3.0,248.0,1.0,0,9
2494,4,Centro,4865,126000,Piso,3.0,1.0,77.0,3.0,0,9
2495,4,Centro,4865,320000,Piso,3.0,2.0,62.0,1.0,0,9
2496,4,Centro,4865,190000,Apartamento,1.0,1.0,35.0,2.0,0,9
2497,4,Centro,4865,1090000,Piso,3.0,3.0,248.0,1.0,0,9
2498,4,Centro,4865,580000,Piso,3.0,2.0,135.0,1.0,0,9
2499,4,Centro,4865,140275,Piso,3.0,1.0,67.0,7.0,0,9
2500,4,Centro,4865,275000,Piso,3.0,1.0,100.0,,0,9
2501,4,Centro,4865,95000,Piso,2.0,1.0,59.0,3.0,0,9
2502,4,Centro,4865,185000,Estudio,,1.0,35.0,2.0,0,9
2503,4,Centro,4865,340000,Piso,1.0,1.0,68.0,,0,9
2504,4,Centro,4865,485000,Piso,2.0,2.0,133.0,1.0,0,9
2505,4,Centro,4865,890000,Casa o chalet,3.0,2.0,208.0,,1,9
2506,4,Centro,4865,425000,Piso,2.0,1.0,88.0,3.0,0,9
2507,4,Centro,4865,135000,Piso,1.0,1.0,32.0,4.0,0,9
2508,4,Centro,4865,150000,Piso,1.0,1.0,78.0,,0,9
2509,4,Centro,4865,549990,Piso,3.0,2.0,107.0,,0,9
2510,4,Centro,4865,1150000,Piso,5.0,2.0,197.0,4.0,0,9
2511,4,Centro,4865,450000,Piso,2.0,1.0,90.0,5.0,0,9
2512,4,Centro,4865,385000,Piso,4.0,2.0,111.0,6.0,1,9
2513,4,Centro,4865,179600,Planta baja,3.0,1.0,83.0,,0,9
2514,4,Centro,4865,81200,Piso,2.0,1.0,61.0,,0,9
2515,4,Centro,4865,199000,Apartamento,1.0,1.0,30.0,2.0,0,9
2516,4,Centro,4865,101500,Piso,3.0,1.0,66.0,,0,9
2517,4,Centro,4865,365000,Piso,2.0,1.0,54.0,2.0,0,9
2518,4,Centro,4865,1300000,Piso,4.0,3.0,252.0,,0,9
2519,4,Centro,4865,130000,Piso,2.0,1.0,33.0,,0,9
2520,4,Centro,4865,340000,Piso,2.0,2.0,96.0,,0,9
2521,4,Centro,4865,160000,Piso,2.0,1.0,34.0,,0,9
2522,4,Centro,4865,2000000,Ático,4.0,3.0,274.0,9.0,1,9
2523,4,Centro,4865,988000,Piso,4.0,2.0,170.0,4.0,0,9
2524,4,Centro,4865,1600000,Piso,6.0,3.0,269.0,,0,9
2525,4,Centro,4865,1050000,Ático,3.0,2.0,183.0,,1,9
2526,4,Centro,4865,220500,Piso,,,45.0,,0,9
2527,4,Centro,4865,299000,Piso,2.0,1.0,73.0,1.0,0,9
2528,4,Centro,4865,450000,Ático,2.0,2.0,95.0,5.0,1,9
2529,4,Centro,4865,2100000,Apartamento,3.0,4.0,255.0,,0,9
2530,4,Centro,4865,300000,Piso,2.0,1.0,47.0,2.0,0,9
2531,4,Centro,4865,1340000,Casa o chalet,4.0,4.0,184.0,,0,9
2532,4,Centro,4865,139000,Piso,2.0,1.0,70.0,1.0,0,9
2533,4,Centro,4865,870000,Piso,3.0,,167.0,,0,9
2534,4,Centro,4865,265900,Piso,2.0,1.0,51.0,2.0,0,9
2535,4,Centro,4865,3595000,Piso,4.0,4.0,306.0,,0,9
2536,4,Centro,4865,525000,Piso,3.0,2.0,122.0,1.0,0,9
2537,4,Centro,4865,139000,Piso,2.0,1.0,70.0,1.0,0,9
2538,4,Centro,4865,275000,Piso,3.0,1.0,100.0,,0,9
2539,4,Centro,4865,120000,Apartamento,1.0,1.0,46.0,,0,9
2540,4,Centro,4865,970000,Piso,2.0,3.0,133.0,4.0,0,9
2541,4,Centro,4865,845000,Apartamento,2.0,2.0,125.0,,0,9
2542,4,Centro,4865,165000,Piso,3.0,1.0,65.0,3.0,0,9
2543,4,Centro,4865,235000,Estudio,,1.0,42.0,3.0,0,9
2544,4,Centro,4865,660000,Piso,4.0,2.0,129.0,,0,9
2545,4,Centro,4865,349000,Piso,4.0,2.0,125.0,5.0,0,9
2546,4,Centro,4865,570000,Piso,2.0,2.0,101.0,,0,9
2547,4,Centro,4865,450000,Piso,3.0,2.0,120.0,1.0,1,9
2548,4,Centro,4865,399000,Piso,3.0,2.0,92.0,2.0,0,9
2549,4,Centro,4865,750000,Piso,3.0,3.0,110.0,,0,9
2550,4,Centro,4865,310000,Piso,1.0,1.0,74.0,,1,9
2551,4,Centro,4865,625000,Piso,3.0,2.0,124.0,2.0,1,9
2552,4,Centro,4865,718000,Piso,4.0,1.0,150.0,1.0,0,9
2553,4,Centro,4865,86500,Piso,3.0,2.0,130.0,,0,9
2554,4,Centro,4865,128000,Piso,2.0,1.0,54.0,2.0,0,9
2555,4,Centro,4865,230300,Piso,2.0,1.0,68.0,1.0,0,9
2556,4,Centro,4865,159000,Loft,1.0,1.0,43.0,,0,9
2557,4,Centro,4865,1300000,Piso,4.0,3.0,252.0,,0,9
2558,4,Centro,4865,995000,Piso,4.0,3.0,249.0,,1,9
2559,4,Centro,4865,340000,Piso,1.0,2.0,96.0,3.0,0,9
2560,4,Centro,4865,275000,Piso,3.0,1.0,100.0,,0,9
2561,4,Centro,4865,94000,Piso,3.0,1.0,52.0,4.0,0,9
2562,4,Centro,4865,590000,Ático,3.0,2.0,140.0,5.0,0,9
2563,4,Centro,4865,267000,Piso,2.0,1.0,41.0,2.0,0,9
2564,4,Centro,4865,299000,Piso,1.0,1.0,59.0,2.0,0,9
2565,4,Centro,4865,95000,Piso,2.0,1.0,61.0,,0,9
2566,4,Centro,4865,440000,Piso,2.0,1.0,139.0,1.0,0,9
2567,4,Centro,4865,615000,Ático,5.0,2.0,107.0,7.0,0,9
2568,4,Centro,4865,238000,Piso,2.0,1.0,40.0,4.0,0,9
2569,4,Centro,4865,399000,Piso,3.0,2.0,200.0,6.0,0,9
2570,4,Centro,4865,575000,Piso,3.0,1.0,129.0,,0,9
2571,4,Centro,4865,440000,Piso,2.0,1.0,139.0,1.0,0,9
2572,4,Centro,4865,1299000,Piso,3.0,3.0,180.0,,1,9
2573,4,Centro,4865,229000,Piso,1.0,1.0,53.0,,0,9
2574,4,Centro,4865,235000,Piso,1.0,1.0,31.0,1.0,0,9
2575,4,Centro,4865,350000,Apartamento,1.0,1.0,72.0,1.0,0,9
2576,4,Centro,4865,299000,Piso,1.0,1.0,59.0,2.0,0,9
2577,4,Centro,4865,265000,Piso,3.0,1.0,84.0,,0,9
2578,4,Centro,4865,349000,Piso,2.0,2.0,72.0,4.0,0,9
2579,4,Centro,4865,395000,Piso,1.0,1.0,68.0,5.0,1,9
2580,4,Centro,4865,350900,Piso,1.0,1.0,67.0,,0,9
2581,4,Centro,4865,340000,Piso,3.0,1.0,80.0,6.0,0,9
2582,4,Centro,4865,560000,Piso,2.0,2.0,103.0,,0,9
2583,4,Centro,4865,350000,Apartamento,1.0,1.0,72.0,1.0,0,9
2584,4,Centro,4865,165000,Piso,2.0,1.0,50.0,,0,9
2585,4,Centro,4865,1200000,Casa adosada,7.0,5.0,343.0,,0,9
2586,4,Centro,4865,265000,Piso,4.0,1.0,134.0,,0,9
2587,4,Centro,4865,850000,Piso,2.0,2.0,145.0,,1,9
2588,4,Centro,4865,420000,Casa o chalet,4.0,2.0,141.0,,0,9
2589,4,Centro,4865,2386700,Casa o chalet,7.0,6.0,1245.0,,1,9
2590,4,Centro,4865,169500,Apartamento,1.0,1.0,32.0,3.0,0,9
2591,4,Centro,4865,425000,Loft,1.0,1.0,60.0,4.0,0,9
2592,4,Centro,4865,530000,Piso,2.0,2.0,90.0,,0,9
2593,4,Centro,4865,497000,Piso,2.0,2.0,83.0,2.0,0,9
2594,4,Centro,4865,1090000,Piso,3.0,3.0,248.0,1.0,0,9
2595,4,Centro,4865,149000,Piso,1.0,1.0,57.0,1.0,0,9
2596,4,Centro,4865,157000,Piso,2.0,1.0,45.0,2.0,0,9
2597,4,Centro,4865,2450000,Piso,4.0,3.0,251.0,3.0,1,9
2598,4,Centro,4865,238000,Piso,3.0,1.0,69.0,2.0,0,9
2599,4,Centro,4865,290000,Piso,1.0,1.0,52.0,3.0,0,9
2600,4,Centro,4865,155000,Planta baja,1.0,1.0,35.0,,0,9
2601,4,Centro,4865,217000,Piso,1.0,1.0,32.0,2.0,0,9
2602,4,Centro,4865,1200000,Casa o chalet,5.0,5.0,239.0,,1,9
2603,4,Centro,4865,335000,Piso,4.0,1.0,100.0,2.0,0,9
2604,4,Centro,4865,1390000,Piso,2.0,3.0,152.0,9.0,1,9
2605,4,Centro,4865,550000,Piso,2.0,1.0,79.0,2.0,0,9
2606,4,Centro,4865,625000,Piso,3.0,2.0,124.0,2.0,1,9
2607,4,Centro,4865,225000,Piso,1.0,1.0,41.0,4.0,0,9
2608,4,Centro,4865,199000,Apartamento,1.0,1.0,30.0,2.0,0,9
2609,4,Centro,4865,169000,Loft,2.0,2.0,85.0,1.0,1,9
2610,4,Centro,4865,435000,Apartamento,2.0,1.0,58.0,1.0,0,9
2611,4,Centro,4865,265000,Piso,4.0,1.0,134.0,,0,9
2612,4,Centro,4865,265000,Piso,4.0,1.0,134.0,,0,9
2613,4,Centro,4865,275000,Piso,3.0,1.0,100.0,,0,9
2614,4,Centro,4865,280000,Piso,2.0,1.0,68.0,,0,9
2615,4,Centro,4865,275000,Piso,3.0,1.0,100.0,,0,9
2616,4,Centro,4865,190683,Apartamento,2.0,2.0,82.0,6.0,0,9
2617,4,Centro,4865,138020,Piso,3.0,1.0,79.0,4.0,0,9
2618,4,Centro,4865,180000,Apartamento,1.0,1.0,54.0,,0,9
2619,4,Centro,4865,199000,Apartamento,1.0,1.0,45.0,,0,9
2620,4,Centro,4865,718000,Piso,4.0,1.0,150.0,1.0,0,9
2621,4,Centro,4865,189900,Piso,3.0,1.0,75.0,,0,9
2622,4,Centro,4865,265000,Piso,4.0,1.0,134.0,,0,9
2623,4,Centro,4865,147500,Ático,1.0,1.0,55.0,3.0,0,9
2624,4,Centro,4865,1300000,Piso,4.0,3.0,252.0,,0,9
2625,4,Centro,4865,680000,Piso,3.0,2.0,150.0,2.0,0,9
2626,4,Centro,4865,1500000,Piso,3.0,4.0,380.0,1.0,0,9
2627,4,Centro,4865,370500,Piso,3.0,2.0,147.0,1.0,0,9
2628,4,Centro,4865,999000,Piso,5.0,5.0,184.0,1.0,0,9
2629,4,Centro,4865,2500000,Piso,3.0,3.0,264.0,5.0,0,9
2630,4,Centro,4865,3990000,Piso,5.0,6.0,438.0,2.0,0,9
2631,4,Centro,4865,179000,Piso,2.0,1.0,57.0,,0,9
2632,4,Centro,4865,1500000,Casa o chalet,5.0,4.0,320.0,,1,9
2633,4,Centro,4865,139000,Piso,2.0,1.0,70.0,1.0,0,9
2634,4,Centro,4865,180000,Piso,2.0,1.0,45.0,3.0,0,9
2635,4,Centro,4865,350000,Piso,2.0,1.0,70.0,3.0,0,9
2636,4,Centro,4865,820000,Piso,2.0,1.0,146.0,,0,9
2637,4,Centro,4865,450000,Piso,2.0,1.0,79.0,,0,9
2638,4,Centro,4865,435000,Piso,2.0,2.0,52.0,1.0,0,9
2639,4,Centro,4865,225000,Ático,2.0,2.0,95.0,,1,9
2640,4,Centro,4865,390000,Piso,,1.0,92.0,,0,9
2641,4,Centro,4865,399000,Piso,5.0,2.0,140.0,4.0,0,9
2642,4,Centro,4865,625000,Piso,3.0,2.0,124.0,2.0,1,9
2643,4,Centro,4865,364900,Piso,2.0,1.0,95.0,1.0,0,9
2644,4,Centro,4865,139000,Piso,2.0,1.0,70.0,1.0,0,9
2645,4,Centro,4865,129000,Piso,2.0,1.0,55.0,1.0,0,9
2646,4,Centro,4865,430000,Piso,1.0,1.0,55.0,2.0,0,9
2647,4,Centro,4865,380000,Piso,2.0,1.0,78.0,1.0,0,9
2648,4,Centro,4865,305000,Piso,2.0,2.0,88.0,1.0,0,9
2649,4,Centro,4865,142000,Piso,2.0,1.0,65.0,1.0,0,9
2650,4,Centro,4865,1160000,Piso,4.0,3.0,216.0,,0,9
2651,4,Centro,4865,385000,Piso,4.0,2.0,100.0,1.0,0,9
2652,4,Centro,4865,215000,Apartamento,1.0,1.0,45.0,,0,9
2653,4,Centro,4865,150000,Piso,1.0,1.0,78.0,,0,9
2654,4,Centro,4865,235000,Estudio,,1.0,42.0,3.0,0,9
2655,4,Centro,4865,265000,Piso,4.0,1.0,134.0,,0,9
